study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale,number
twinlife,wid2_CATI1_module2,rel0400,1,Regardless of whether you consider yourself as a religious person or not : How spiritual are you?,"Text: Alter >=16: Einmal abgesehen davon, ob Sie sich selbst als religioese Person bezeichnen oder nicht: Wie spirituell sind Sie? / Text: Alter =15: Einmal abgesehen davon, ob Du Dich selbst als religioese Person bezeichnest oder nicht: Wie spirituell bist Du?",rel0400,,,GESIS-Leibniz-Institut Fuer Sozialwissenschaften. (2013). ALLBUS/GGSS 2012 (Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften/German General Social Survey 2012) Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften ALLBUS 2012. GESIS Data Archive. [[URL link]](https://dbk.gesis.org/dbksearch/sdesc2.asp?no=4614&db=e&doi=10.4232/1.11753),GESIS-Leibniz-Institut Fuer Sozialwissenschaften. (2013). ALLBUS/GGSS 2012 (Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften/German General Social Survey 2012) Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften ALLBUS 2012. GESIS Data Archive. [[URL link]](https://dbk.gesis.org/dbksearch/sdesc2.asp?no=4614&db=e&doi=10.4232/1.11753),,,rel0400,cat,20
twinlife,wid2_CATI1_module2,srg0100,0,"Let's turn to some statements that may apply to you more or less . Please provide us with each statement on how you personally assess in comparison with other people . There are no right or wrong answers , you simply respond spontaneously . You can your answer on a scale from 1 'does not apply to me ' to 5 'applies to me' grade . How much do the following statements apply to you?","Text: Alter >=16: Ueberleitung: Es geht nun um einige Aussagen, die mehr oder weniger auf Sie zutreffen koennen. Geben Sie uns bitte zu jeder Aussage an, wie Sie sich persoenlich im Vergleich mit anderen Menschen einschaetzen. Es gibt dabei keine richtigen und falschen Antworten, antworten Sie einfach spontan. Sie koennen Ihre Antwort auf einer Skala zwischen 1 'trifft ueberhaupt nicht zu' bis 5 'trifft voellig zu' abstufen. Wie sehr treffen die folgenden Aussagen auf Sie zu? / Text: Alter > = 10 und <16 Ueberleitung: Es geht nun um einige Aussagen, die mehr oder weniger auf Dich persoenlich zutreffen koennen. Bitte sag mir bei jeder Aussage, wie Du Dich im Vergleich zu anderen Menschen einschaetzt. Es gibt dabei keine richtigen und falschen Antworten, antworte einfach spontan. Du kannst Deine Antwort auf einer Skala von 1 'trifft ueberhaupt nicht zu' bis 5 'trifft voellig zu' abstufen. Wie sehr treffen folgende Aussagen auf Dich zu?",,,,"Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)","Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)",age0110 >= 10,,srg0100,txt,21
twinlife,wid2_CATI1_module2,srg0100,1,New ideas and projects sometimes distract me from previous ones.,Neue Ideen und Aufgaben halten mich manchmal von vorherigen Aufgaben ab.,appl5,,,"Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)","Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)",,,srg0100,cat,22
twinlife,wid2_CATI1_module2,srg0100,2,I often set a goal but later choose to pursue a different one.,"Ich nehme mir oft etwas vor, entscheide mich dann aber spaeter doch etwas anderes zu machen.",appl5,,,"Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)","Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)",,,srg0100,cat,23
twinlife,wid2_CATI1_module2,srg0100,3,I am constantly interested in something new.,Ich interessiere mich staendig fuer etwas Neues.,appl5,,,"Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)","Source: Adapted from: Fleckenstein, J., Schmidt, F. T. C., & Moeller, J. (2014). Wer hat Biss? Beharrlichkeit und bestaendiges Interesse von Lehramtsstudierenden. Eine deutsche Adaptation der 12-Item Grit Scale (No. 61; Psychologie in Erziehung Und Unterricht, pp. 281-286). [[URL link]](http://dx.doi.org/10.2378/peu2014.art22d)",,,srg0100,cat,24
twinlife,wid2_CATI1_module2,srg0100,4,"I do certain things that are bad for me, if they are fun.","Ich tue manchmal Dinge, die mir Spass machen, auch wenn sie schlecht fuer mich sind.",appl5,,,"Source: Adapted from: Bertrams, A., & Dickhaeuser, O. (2009). Messung dispositioneller Selbstkontroll-Kapazitaet: Eine deutsche Adaptation der Kurzform der Self-Control Scale (SCS-K-D). Diagnostica, 55(1), 2-10. [[URL link]](https://doi.org/10.1026/0012-1924.55.1.2)","Source: Adapted from: Bertrams, A., & Dickhaeuser, O. (2009). Messung dispositioneller Selbstkontroll-Kapazitaet: Eine deutsche Adaptation der Kurzform der Self-Control Scale (SCS-K-D). Diagnostica, 55(1), 2-10. [[URL link]](https://doi.org/10.1026/0012-1924.55.1.2)",,,srg0100,cat,25
twinlife,wid2_CATI1_module2,srg0100,5,Pleasure and fun sometimes keep me from getting work done.,"Angenehme Dinge, Vergnuegen oder Spass hindern mich manchmal daran, meine Arbeit zu machen.",appl5,,,"Source: Adapted from: Bertrams, A., & Dickhaeuser, O. (2009). Messung dispositioneller Selbstkontroll-Kapazitaet: Eine deutsche Adaptation der Kurzform der Self-Control Scale (SCS-K-D). Diagnostica, 55(1), 2-10. [[URL link]](https://doi.org/10.1026/0012-1924.55.1.2)","Source: Adapted from: Bertrams, A., & Dickhaeuser, O. (2009). Messung dispositioneller Selbstkontroll-Kapazitaet: Eine deutsche Adaptation der Kurzform der Self-Control Scale (SCS-K-D). Diagnostica, 55(1), 2-10. [[URL link]](https://doi.org/10.1026/0012-1924.55.1.2)",,,srg0100,cat,26
twinlife,wid2_CATI1_module2,srg0100,6,I wish I had more self-discipline.,Ich wuenschte ich haette mehr Selbstdisziplin.,appl5,,,"Source: Adapted from: Bertrams, A., & Dickhaeuser, O. (2009). Messung dispositioneller Selbstkontroll-Kapazitaet: Eine deutsche Adaptation der Kurzform der Self-Control Scale (SCS-K-D). Diagnostica, 55(1), 2-10. [[URL link]](https://doi.org/10.1026/0012-1924.55.1.2)","Source: Adapted from: Bertrams, A., & Dickhaeuser, O. (2009). Messung dispositioneller Selbstkontroll-Kapazitaet: Eine deutsche Adaptation der Kurzform der Self-Control Scale (SCS-K-D). Diagnostica, 55(1), 2-10. [[URL link]](https://doi.org/10.1026/0012-1924.55.1.2)",,,srg0100,cat,27
twinlife,wid2_CATI1_module2,srg0700,1,Did you understand the previous questions?,Wie hast du die letzten Fragen verstanden?,compr4,,,Item developed for TwinLife.,Item developed for TwinLife.,,,srg0700,cat,28
twinlife,wid2_CATI1_module2,edu0300,1,"[IF age = 15 ] I would now like to ask you some questions about education and employment. Are you currently in education? That is, do you attend school, university (including doctoral studies), vocational training, or continuing education? [IF age >= 16] I would now like to ask you some questions about education and employment. Are you currently in education or training? That is, do you attend school, university (including doctoral studies), vocational training or continuing education? This includes on-the-job training or study.","Text: Alter >=16: Ich wuerde Ihnen nun gerne ein paar Fragen zu Ausbildung und Berufstaetigkeit stellen. Sind Sie derzeit in Ausbildung? Das heisst: Besuchen Sie eine Schule oder Hochschule (einschliesslich Promotion), machen Sie eine Berufsausbildung oder nehmen Sie an einem Weiterbildungslehrgang teil? Dies gilt auch fuer berufsbegleitende Lehr- oder Studiengaenge. / Text: Alter =15: Ich wuerde Dir nun gerne ein paar Fragen zu Ausbildung und Berufstaetigkeit stellen. Bist Du derzeit in Ausbildung? Das heisst: Besuchst Du eine Schule oder Hochschule (einschliesslich Promotion), machst Du eine Berufsausbildung oder nimmst Du an einem Weiterbildungslehrgang teil?",yn,,,"TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)","TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",,,edu0300,cat,29
twinlife,wid2_CATI1_module2,edu0301,1,What type of education or training are you pursuing?,Was fuer eine Ausbildung oder Weiterbildung ist das genau?,edu0301,,,"TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)","TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",,,edu0301,cat,30
twinlife,wid2_CATI1_module2,edu0400,1,What type of general-education school is it?,Was fuer eine allgemeinbildende Schule ist das?,edu0400,,,TNS Infratest Sozialforschung. (2012). SOEP 2003 - Erhebungsinstrumente 2003 (Welle 20) des Sozio-oekonomischen Panels. Personenfragebogen fuer alle [Survey instruments 2003 (wave 20) of the Socio-Economic Panel. Individual Questionnaire] (101: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570510.de/diw_ssp0101.pdf),TNS Infratest Sozialforschung. (2012). SOEP 2003 - Erhebungsinstrumente 2003 (Welle 20) des Sozio-oekonomischen Panels. Personenfragebogen fuer alle [Survey instruments 2003 (wave 20) of the Socio-Economic Panel. Individual Questionnaire] (101: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570510.de/diw_ssp0101.pdf),,,edu0400,cat,31
twinlife,wid2_CATI1_module2,edu0402,1,"What class do you go to at this school? Note: In summer holidays, please state the class you will go after summer holidays.",Text: >= 16 Jahre: Welche Klasse besuchen Sie jetzt auf dieser Schule? / Text: Alter = 15: Welche Klasse besuchst Du jetzt auf dieser Schule?,mis,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 4 (2011/2012), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%204/Codebook%20Child_en%2C%20pairfam%20Wave%204%202011-12.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 4 (2011/2012), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%204/Codebook%20Child_en%2C%20pairfam%20Wave%204%202011-12.pdf)",,,edu0402,int,32
twinlife,wid2_CATI1_module2,cer0300,0,Hereafter I would like to ask you some questions about your last annual certificate. When did you receive your last annual certificate? Please tell me the month and year.,Text Alter >= 16: Im Folgenden moechte ich Ihnen einige Fragen zu Ihrem letzten Jahreszeugnis stellen. Wann haben Sie Ihr letztes Jahreszeugnis erhalten? Bitte nennen Sie mir Monat und Jahr. / Text Alter = 15: Im Folgenden moechte ich Dir einige Fragen zu Deinem letzten Jahreszeugnis stellen. Wann hast Du Dein letztes Jahreszeugnis erhalten? Bitte nenne mir Monat und Jahr.,,,,Item developed for TwinLife.,Item developed for TwinLife.,edu0301 == 1,,cer0300,txt,33
twinlife,wid2_CATI1_module2,cer0300,1,month,Monat,mis,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0300,int,34
twinlife,wid2_CATI1_module2,cer0300,2,year,Jahr,mis,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0300,int,35
twinlife,wid2_CATI1_module2,cer0302,1,Did you receive the last year's certificate from a school abroad?,Text Alter >= 16: Haben Sie dieses Jahreszeugnis an einer Schule im Ausland erworben? / Text Alter = 15: Hast Du dieses Jahreszeugnis an einer Schule im Ausland erworben?,yn,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0302,cat,36
twinlife,wid2_CATI1_module2,cer0303,1,At what school you received your last year certificate?,Text Alter >= 16: An welcher Schule haben Sie Ihr letztes Jahreszeugnis erhalten? / Text Alter = 15: An welcher Schule hast Du Dein letztes Jahreszeugnis erhalten?,edu0400,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0303,cat,37
twinlife,wid2_CATI1_module2,cer0305,1,For what class the last year certificate was issued?,Fuer welche Klasse wurde das letzte Jahreszeugnis ausgestellt?,mis,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0305,int,38
twinlife,wid2_CATI1_module2,cer0100,1,Which grade did you get in mathematics on your last year's certificate?,Text Alter >= 16: Welche Note hatten Sie in Ihrem letzten Jahreszeugnis in Mathematik? / Text Alter = 15: Welche Note hattest Du in Deinem letzten Jahreszeugnis in Mathematik?,cer0100,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0100,int,39
twinlife,wid2_CATI1_module2,cer0103,2,"Is there or has there been a subject which is comparable to mathematics? If so, how is this subject called and what grade did you receive?","Gibt oder gab es einen dem Fach Mathematik vergleichbaren Unterricht? Wenn ja, wie heisst dieses Fach und welche Note wurde darin erworben?",note,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0103,int,40
twinlife,wid2_CATI1_module2,cer0105,1,Comparable classes in another language (grade),Vergleichbarer Unterricht in einer anderen Sprache (Note),note,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0105,int,41
twinlife,wid2_CATI1_module2,cer0200,1,Which grade did you get in german on your last year's certificate?,Und welche Note in Deutsch?,cer0100,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0200,int,42
twinlife,wid2_CATI1_module2,cer0203,2,"Is there or has there been a subject which is comparable to German? If so, how is this subject called and what grade did you receive?","Gibt oder gab es einen dem Fach Deutsch vergleichbaren Unterricht? Wenn ja, wie heisst dieses Fach und welche Note wurde darin erworben?",note,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0203,int,43
twinlife,wid2_CATI1_module2,cer0205,1,Comparable classes in another language (grade),Vergleichbarer Unterricht in einer anderen Sprache (Note),note,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cer0205,int,44
twinlife,wid2_CATI1_module2,edu0307,1,What type of vocational training are you pursuing?,Was fuer eine berufliche Ausbildung ist das?,edu0307,,,TNS Infratest Sozialforschung. (2012). SOEP 2003 - Erhebungsinstrumente 2003 (Welle 20) des Sozio-oekonomischen Panels. Personenfragebogen fuer alle [Survey instruments 2003 (wave 20) of the Socio-Economic Panel. Individual Questionnaire] (101: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570510.de/diw_ssp0101.pdf),TNS Infratest Sozialforschung. (2012). SOEP 2003 - Erhebungsinstrumente 2003 (Welle 20) des Sozio-oekonomischen Panels. Personenfragebogen fuer alle [Survey instruments 2003 (wave 20) of the Socio-Economic Panel. Individual Questionnaire] (101: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570510.de/diw_ssp0101.pdf),,,edu0307,cat,45
twinlife,wid2_CATI1_module2,edu0303,1,What type of higher education are you pursuing?,Was fuer eine Hochschulausbildung ist das?,edu0303,,,TNS Infratest Sozialforschung. (2012). SOEP 2003 - Erhebungsinstrumente 2003 (Welle 20) des Sozio-oekonomischen Panels. Personenfragebogen fuer alle [Survey instruments 2003 (wave 20) of the Socio-Economic Panel. Individual Questionnaire] (101: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570510.de/diw_ssp0101.pdf),TNS Infratest Sozialforschung. (2012). SOEP 2003 - Erhebungsinstrumente 2003 (Welle 20) des Sozio-oekonomischen Panels. Personenfragebogen fuer alle [Survey instruments 2003 (wave 20) of the Socio-Economic Panel. Individual Questionnaire] (101: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570510.de/diw_ssp0101.pdf),,,edu0303,cat,46
